track_name,track_id,artist_name,album_name,release_date,artist_genre,popularity,Duration (ms),Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,2013-04-19,"['modern alternative rock', 'modern rock', 'pop']",93,240400,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
"Archie, Marry Me",0KVWVuutF9Dn8li4HdyAeU,Alvvays,Alvvays,2014-07-22,"['art pop', 'chamber pop', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'noise pop', 'shoegaze', 'toronto indie']",68,196560,0.00986,0.268,0.829,0.434,7,0.142,-4.592,1,0.0743,117.351,4,0.203
Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,French Exit,2014-06-05,['pov: indie'],91,213920,7.53e-06,0.559,0.871,0.00545,5,0.096,-5.338,0,0.0397,104.97,4,0.572
Team,3G6hD9B2ZHOsgf4WfNu7X1,Lorde,Pure Heroine,2013-09-27,"['art pop', 'metropopolis', 'nz pop', 'pop']",81,193058,0.167,0.69,0.578,0.0,6,0.305,-7.436,1,0.0929,99.961,4,0.416
I Love You So,4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,2014-11-28,"['chicago indie', 'pov: indie']",91,160239,0.583,0.575,0.648,0.0,10,0.115,-4.891,1,0.0358,75.977,4,0.466
Cardiac Arrest,5aejtAMTPonqopEygQgOkq,Bad Suns,Language & Perspective,2014-07-01,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",62,182467,0.0494,0.616,0.874,0.00147,1,0.0561,-3.567,1,0.0425,94.008,4,0.743
Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Dopamine,2015-10-16,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",83,218106,0.00543,0.611,0.797,0.00137,6,0.26,-7.627,0,0.0533,120.041,4,0.518
Salad Days,5VdaMUzoQetwxQwtWAd022,Mac DeMarco,Salad Days,2014-04-01,"['edmonton indie', 'lo-fi indie', 'pov: indie']",68,145893,0.0877,0.431,0.771,0.0214,5,0.121,-7.176,1,0.0375,201.002,4,0.772
Cough Syrup,1UqhkbzB1kuFwt2iy4h29Q,Young the Giant,Young The Giant (Special Edition),2011,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",73,249520,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0,0.0417,128.978,3,0.225
Girls,6d8jFIWMRwhVYe7SCQwlqL,The 1975,The 1975,2013-01-01,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",46,254600,0.00548,0.655,0.909,0.000751,11,0.45,-5.038,1,0.0533,108.034,4,0.884
Ultraviolence,1y3r6RXiJZNBV1EI0NggpS,Lana Del Rey,Ultraviolence (Deluxe),2014-01-01,"['art pop', 'pop']",80,251480,0.278,0.144,0.541,1.01e-05,0,0.101,-7.076,1,0.038,79.262,3,0.0899
Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),2013,"['metropopolis', 'modern rock']",87,192789,0.000176,0.655,0.819,0.00374,0,0.104,-4.852,1,0.0316,117.956,5,0.766
Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Torches,2011-05-23,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",86,239600,0.145,0.733,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965
Chamber Of Reflection,7H7NyZ3G075GqPx2evsfeb,Mac DeMarco,Salad Days,2014-04-01,"['edmonton indie', 'lo-fi indie', 'pov: indie']",84,231723,0.262,0.538,0.557,0.914,11,0.102,-8.678,1,0.0914,131.03,4,0.506
First Love/Late Spring,3sslYZcFKtUvIEWN9lADgr,Mitski,Bury Me At Makeout Creek,2014-11-11,"['brooklyn indie', 'pov: indie']",82,278640,0.000825,0.445,0.543,0.0137,0,0.202,-8.196,1,0.0272,99.963,4,0.102
Work Song,5TgEJ62DOzBpGxZ7WRsrqb,Hozier,Hozier (Expanded Edition),2014-09-19,"['irish singer-songwriter', 'modern rock', 'pov: indie']",82,229720,0.749,0.531,0.363,0.0,10,0.112,-7.672,1,0.0608,121.412,4,0.259
Kids,1jJci4qxiYcOHhQR247rEU,MGMT,Oracular Spectacular,2007-12-14,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",81,302840,0.00076,0.451,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.172
Mind Over Matter (Reprise),77KnJc8o5G1eKVwX5ywMeZ,Young the Giant,Mirrorball / Mind Over Matter (Reprise),2015-04-18,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",80,230866,0.229,0.393,0.487,0.0,0,0.128,-6.348,1,0.0337,151.958,4,0.3
West Coast,5Y6nVaayzitvsD5F7nr3DV,Lana Del Rey,Ultraviolence (Deluxe),2014-01-01,"['art pop', 'pop']",87,256760,0.194,0.527,0.591,0.0194,6,0.0907,-7.664,0,0.0396,123.167,4,0.461
Out of My League,2AYEOC02WLhUiOoaig2SEH,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),2013-05-07,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",79,209386,0.0387,0.545,0.968,0.00325,9,0.331,-3.553,0,0.0853,169.965,4,0.527
Stolen Dance,0ZfByLXCeKchuj7zi1CJ0S,Milky Chance,Sadnecessary (Bonus Track Version),2014-10-14,"['german pop', 'modern rock']",78,313626,0.412,0.879,0.565,0.000239,11,0.0798,-8.809,1,0.037,114.009,4,0.685
I Found,5zT5cMnMKoyruPj13TQXGx,Amber Run,5AM (Expanded Edition),2015-04-20,['indie anthem-folk'],77,273000,0.862,0.567,0.303,0.00563,7,0.104,-12.481,0,0.0351,124.949,4,0.252
Midnight City,1eyzqe2QqGZUmfcPZtrIyt,M83,"Hurry Up, We're Dreaming",2011,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",75,241440,0.0161,0.526,0.712,0.0,11,0.179,-6.525,0,0.0356,105.009,4,0.32
War Of Hearts,4R8BdwRidxAWaYyFNU00P1,Ruelle,Up In Flames,2015-01-20,"['bossbeat', 'metropopolis']",73,226216,0.221,0.479,0.781,0.55,9,0.0964,-6.344,0,0.124,147.961,3,0.258
Take Me to Church,1CS7Sd1u5tWkstBhpssyjP,Hozier,Hozier (Expanded Edition),2014-09-19,"['irish singer-songwriter', 'modern rock', 'pov: indie']",81,241693,0.634,0.566,0.664,0.0,4,0.116,-5.303,0,0.0464,128.945,4,0.437
Brooklyn Baby,1NZs6n6hl8UuMaX0UC0YTz,Lana Del Rey,Ultraviolence (Deluxe),2014-01-01,"['art pop', 'pop']",85,351640,0.542,0.404,0.664,0.00402,1,0.11,-6.698,1,0.0407,107.747,4,0.0949
Electric Feel,3FtYbEfBqAlGO46NUDQSAt,MGMT,Oracular Spectacular,2007-12-14,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",81,229640,0.0709,0.763,0.803,0.285,1,0.348,-3.713,1,0.0351,103.04,3,0.561
Kathleen,1MHYAqWWdDRePmnqORynrq,Catfish and the Bottlemen,The Balcony,2014-09-15,"['modern alternative rock', 'modern rock', 'stomp pop', 'welsh rock']",71,160886,0.000369,0.489,0.892,0.00293,11,0.411,-4.757,0,0.0786,137.93,4,0.598
My Type,2Iq6HhIquO7JKr0KfTNLzU,Saint Motel,My Type EP,2014-08-16,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",71,204811,0.0641,0.595,0.896,5.82e-05,10,0.0748,-2.951,1,0.047,118.001,4,0.567
My Number,04caEZhAsQKnWqKsMwk9ud,Foals,Holy Fire,2013-01-31,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'oxford indie', 'shimmer pop']",71,238853,0.0243,0.639,0.715,0.000552,6,0.619,-8.954,0,0.0392,128.072,4,0.813
Tennis Court,74fpNVAJrKGQuqHETi4WSt,Lorde,Pure Heroine,2013-09-27,"['art pop', 'metropopolis', 'nz pop', 'pop']",71,198907,0.0126,0.764,0.567,9.51e-05,0,0.257,-8.585,1,0.0609,89.988,4,0.428
"Once Upon a Dream - From ""Maleficent"" / Pop Version",3liiZRlJxa8GeLUgWMoIeu,Lana Del Rey,"Once Upon a Dream (from ""Maleficent"") [Original Motion Picture Soundtrack]",2014-01-01,"['art pop', 'pop']",72,203080,0.659,0.289,0.274,0.0166,5,0.109,-16.574,1,0.0353,119.997,3,0.167
Like Real People Do,57V4uc2b2diZ4RPHXWecb9,Hozier,Hozier (Expanded Edition),2014-09-19,"['irish singer-songwriter', 'modern rock', 'pov: indie']",76,198026,0.921,0.539,0.179,0.393,7,0.106,-14.33,1,0.0309,140.01,3,0.145
Colors,1TnUURhehaoMWKAqQtirm6,Halsey,BADLANDS,2015-08-28,"['electropop', 'etherpop', 'indie poptimism', 'pop']",71,249499,0.0534,0.512,0.812,0.0,1,0.092,-4.809,1,0.0617,100.02,4,0.521
Mess Is Mine,29jtZGdgpE2lWm2mkIt6HS,Vance Joy,Dream Your Life Away (Special Edition),2014-09-09,"['folk-pop', 'modern rock']",70,223640,0.047,0.595,0.723,0.0286,7,0.0995,-8.256,1,0.0349,108.043,1,0.272
Tighten Up,2MVwrvjmcdt4MsYYLCYMt8,The Black Keys,Brothers,2010-05-18,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",70,211080,0.00121,0.504,0.705,4.12e-06,6,0.453,-6.179,0,0.0665,108.965,4,0.567
Cocoon,1B241LRKmK6qDDTZfUajmm,Catfish and the Bottlemen,The Balcony,2014-09-15,"['modern alternative rock', 'modern rock', 'stomp pop', 'welsh rock']",70,236887,0.000254,0.446,0.91,9.76e-05,7,0.077,-4.481,0,0.0652,133.053,4,0.325
Someone New,2DNXgvkyv35vTWvdgjs7qn,Hozier,Hozier (Expanded Edition),2014-09-19,"['irish singer-songwriter', 'modern rock', 'pov: indie']",75,222813,0.429,0.443,0.533,3.66e-06,7,0.332,-5.956,1,0.0473,183.791,4,0.596
Chinese New Year,0SIAFU49FFHwR3QnT5Jx0k,SALES,Chinese New Year,2014-06-06,['orlando indie'],69,160000,0.759,0.744,0.845,0.232,4,0.1,-7.422,0,0.253,75.221,4,0.749
Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,Passion Pit,Gossamer,2012-07-23,"['indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'shimmer pop']",69,264493,0.0338,0.566,0.755,0.0,11,0.315,-5.526,1,0.0368,101.006,4,0.445
Shades Of Cool,4VSg5K1hnbmIg4PwRdY6wV,Lana Del Rey,Ultraviolence (Deluxe),2014-01-01,"['art pop', 'pop']",72,342093,0.554,0.262,0.482,0.0161,2,0.244,-6.863,0,0.0302,137.918,3,0.0878
Fever,3Hx7RXqCS7Kzjy2ot2q1Gk,The Black Keys,Turn Blue,2014-05-09,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",70,246306,0.00378,0.609,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.743
My Silver Lining,5BkNCuxzzid0gz9sx3NNbX,First Aid Kit,Stay Gold,2014-06-06,"['swedish americana', 'swedish country']",69,215493,0.026,0.479,0.725,0.000129,2,0.209,-4.671,1,0.0335,101.938,4,0.43
Fire and the Flood,6liNJDyWJjyHAgDnAX95bw,Vance Joy,Dream Your Life Away (Special Edition),2014-09-09,"['folk-pop', 'modern rock']",70,249382,0.0242,0.596,0.827,0.0,5,0.0958,-4.402,1,0.0372,115.034,4,0.329
Cold Cold Man,6RKGBcDtgzXx21zUjpeu6F,Saint Motel,My Type EP,2014-08-16,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",68,230773,0.00652,0.613,0.661,0.0,9,0.0976,-4.984,1,0.0263,110.978,4,0.509
Seasons (Waiting on You),522YBf6WqBwJVAe7oHLymu,Future Islands,Singles,2014-03-24,"['alternative dance', 'art pop', 'baltimore indie', 'chamber pop', 'indie rock', 'indietronica', 'neo-synthpop', 'shimmer pop']",67,226440,0.136,0.498,0.721,0.699,10,0.0933,-5.232,1,0.0282,140.022,4,0.589
I Wanna Get Better,1BwhFXqoIsePt21WyWIttb,Bleachers,Strange Desire,2014-07-14,"['indie pop', 'indie poptimism', 'modern rock', 'pov: indie']",67,204520,0.00281,0.446,0.915,3.87e-05,9,0.218,-6.221,1,0.141,190.013,4,0.398
Red Eyes,0rUIff1QHd5zlOBtlHVqd9,The War On Drugs,Lost In The Dream,2014-03-18,"['chamber pop', 'indie rock', 'modern rock', 'philly indie']",66,298920,0.00882,0.464,0.814,0.2,10,0.162,-6.371,1,0.0369,161.845,4,0.467
Chocolate,44Ljlpy44mHvLJxcYUvTK0,The 1975,The 1975,2013-01-01,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",66,224640,0.00391,0.591,0.94,0.0,11,0.383,-4.341,1,0.0522,100.043,4,0.676
Georgia,429EttO8gs0bDo2SQfUNSm,Vance Joy,Dream Your Life Away (Special Edition),2014-09-09,"['folk-pop', 'modern rock']",69,230506,0.312,0.388,0.66,0.000307,11,0.0943,-7.372,1,0.0308,143.554,4,0.401
Blue Boy,6drC7tBnx8AiYfTfBmDPVO,Mac DeMarco,Salad Days,2014-04-01,"['edmonton indie', 'lo-fi indie', 'pov: indie']",65,126223,0.446,0.41,0.793,0.29,10,0.213,-5.848,1,0.0576,162.742,4,0.601
Warned You,3GahMRXI3rL2JVeSLZBRnF,Good Morning,Shawcross,2014-11-14,"['experimental pop', 'indie garage rock', 'lo-fi indie']",65,136032,0.668,0.535,0.209,0.14,6,0.129,-16.402,1,0.0257,137.889,4,0.515
Homesick,7lnXzMcgaK7CnzaQ7wj6k0,Catfish and the Bottlemen,The Balcony,2014-09-15,"['modern alternative rock', 'modern rock', 'stomp pop', 'welsh rock']",65,148092,0.00231,0.699,0.6,0.00963,1,0.114,-6.328,1,0.134,142.037,4,0.586
Happy Idiot,63mnZ0zF5fBwJzYg2pDo9e,TV On The Radio,Seeds,2014-11-17,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop']",65,183002,0.00226,0.617,0.948,0.00221,11,0.0755,-4.236,0,0.0621,139.996,4,0.863
Bad Habit,3huV7eiNpaQlCB3LbZi9bB,The Kooks,Listen,2014-01-01,"['brighton indie', 'garage rock', 'modern rock', 'rock']",64,221413,0.051,0.733,0.882,9.92e-06,0,0.131,-4.199,0,0.0389,123.071,4,0.854
Chateau Lobby #4 (in C for Two Virgins),3wfF0Nw234zHY1vdIWIc2g,Father John Misty,"I Love You, Honeybear",2015-02-10,"['art pop', 'chamber pop', 'indie rock', 'singer-songwriter', 'stomp and holler']",64,170826,0.215,0.446,0.807,0.0,0,0.226,-5.222,1,0.041,188.094,4,0.8
Yellow Flicker Beat,0Nf53RDPZEjFrQE4B5n6Vf,Lorde,Yellow Flicker Beat (From The Hunger Games: Mockingjay Part 1),2014-09-30,"['art pop', 'metropopolis', 'nz pop', 'pop']",62,232506,0.103,0.585,0.61,0.000314,1,0.113,-8.388,1,0.0353,94.969,4,0.0597
Weight of Love,3xMQOd1C3TXsjQ3pmzOmkC,The Black Keys,Turn Blue,2014-05-09,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",62,410186,0.03,0.282,0.547,0.888,2,0.104,-8.621,1,0.0322,151.468,4,0.133
Unbelievers,51DZ0wUocQ8sQfjnibXVcD,Vampire Weekend,Modern Vampires of the City,2013-05-13,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock']",62,202666,0.149,0.644,0.811,0.000473,11,0.17,-7.774,1,0.0517,154.909,4,0.817
Tiger Striped Sky,4C2aiAVTTVyZbCQZst5Xu1,Roo Panes,Little Giant,2014-10-06,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'stomp and holler']",62,241720,0.944,0.473,0.317,0.0124,2,0.11,-10.324,1,0.0318,139.899,4,0.132
Toes,754wVXWrtf1X3ZHQOFFsnR,Glass Animals,ZABA,2014-06-03,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",61,254640,0.406,0.639,0.347,0.000268,1,0.215,-12.322,0,0.0421,72.978,4,0.247
Green Mountain State,0c7iF5fSBYxCuwsAv2z4iI,Trevor Hall,Chapter Of The Forest,2014-06-17,"['high vibe', 'south carolina indie']",61,274632,0.351,0.693,0.367,2.9e-05,3,0.111,-11.66,1,0.0323,129.879,4,0.286
Awake,5MhMXTuVODDF234VDvSxQx,Tycho,Awake,2014-03-18,"['chillwave', 'downtempo', 'electronica', 'indietronica', 'intelligent dance music']",61,283636,0.0585,0.552,0.877,0.899,1,0.0746,-5.765,1,0.0353,176.05,4,0.597
In Dreams,6yPuQr6vjZ7tJ4oq1PEXle,Ben Howard,I Forget Where We Were,2014-10-20,"['british singer-songwriter', 'folk-pop', 'indie folk']",61,213440,0.614,0.49,0.592,0.713,0,0.136,-13.54,1,0.0405,126.621,4,0.28
Work This Body,76EeScTnI2sCjDY0SfEoSb,WALK THE MOON,TALKING IS HARD,2014-12-02,"['dance rock', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock']",61,175906,0.0283,0.421,0.831,0.0,4,0.464,-5.128,1,0.106,134.184,4,0.488
Do You Feel It?,3lOok0REf4j3790abX26PR,Chaos Chaos,Committed to the Crime,2014-10-07,['la indie'],61,250712,0.187,0.678,0.662,0.261,0,0.125,-6.719,1,0.0278,139.048,4,0.383
Under The Pressure,5j58jhAFzAy0keSuQYsQBn,The War On Drugs,Lost In The Dream,2014-03-18,"['chamber pop', 'indie rock', 'modern rock', 'philly indie']",60,532306,0.309,0.324,0.71,0.173,6,0.132,-6.545,1,0.0297,134.385,4,0.195
A Dream of You and Me,44GeTdr7MktZDqNUkLaj5h,Future Islands,Singles,2014-03-24,"['alternative dance', 'art pop', 'baltimore indie', 'chamber pop', 'indie rock', 'indietronica', 'neo-synthpop', 'shimmer pop']",60,239306,0.432,0.691,0.937,0.0546,10,0.102,-4.123,1,0.0391,136.995,4,0.824
Beggin For Thread,4PvD06Pmbm2rHG2JjSlElF,BANKS,Goddess (Deluxe),2014-01-01,"['art pop', 'electropop', 'indie poptimism', 'indietronica', 'shimmer pop']",60,249739,0.00101,0.597,0.696,0.0735,5,0.255,-6.196,0,0.0278,107.96,4,0.397
Adult Diversion,0otn0qLAM0yAXHNSiRsHwq,Alvvays,Alvvays,2014-07-22,"['art pop', 'chamber pop', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'noise pop', 'shoegaze', 'toronto indie']",60,207640,0.0355,0.328,0.948,0.515,8,0.126,-4.355,1,0.071,177.329,4,0.469
Busy Earnin',5TloYFwzd09yWy8xkRLVUu,Jungle,Jungle,2014-07-15,"['indie soul', 'uk contemporary r&b']",60,181772,0.209,0.552,0.883,4.91e-06,10,0.0912,-5.61,0,0.0355,99.967,4,0.745
Cecilia And The Satellite,1MSM3Fo2fvnwVqMcz8Jhjq,Andrew McMahon in the Wilderness,Andrew McMahon In The Wilderness,2014-10-14,"['hopebeat', 'indie poptimism', 'piano rock']",59,223879,0.0131,0.381,0.844,0.0,5,0.318,-7.123,1,0.144,194.0,4,0.239
I Forget Where We Were,7gYwIAHB6VxzLJFSZMMv8i,Ben Howard,I Forget Where We Were,2014-10-20,"['british singer-songwriter', 'folk-pop', 'indie folk']",59,281213,0.475,0.305,0.462,0.122,0,0.0916,-9.57,1,0.0338,113.468,4,0.181
Luna,11EOvxJRG665bwRU0z6YVa,Bombay Bicycle Club,"So Long, See You Tomorrow",2014-02-03,"['british indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']",59,190866,0.0306,0.579,0.917,0.000579,5,0.143,-5.4,1,0.048,121.989,4,0.387
Never Catch Me,1KOqY0QTSadQFRgbNw1sLh,"Flying Lotus, Kendrick Lamar",You're Dead!,2014-10-06,"['afrofuturism', 'alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'indietronica', 'instrumental hip hop', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']",58,234486,0.316,0.526,0.936,0.000417,8,0.261,-4.576,1,0.262,81.305,4,0.283
Coming of Age,1yzbqrSF0vuaO7nuKYSd6f,Foster The People,Supermodel,2014-03-14,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",58,280040,0.0219,0.534,0.955,0.00573,7,0.322,-4.447,0,0.0524,130.09,4,0.425
Harlem,573latfTMO7SpGtStVrQx5,New Politics,A Bad Girl In Harlem,2013-05-17,"['modern alternative rock', 'modern rock', 'stomp pop']",58,163626,0.00189,0.603,0.952,0.000445,6,0.317,-3.699,1,0.0947,133.97,4,0.588
PUNK TACTICS,2jQ1P0aGT4WkNyJCeoQnb9,Joey Valence & Brae,PUNK TACTICS,2023-09-08,['rap rock'],73,143609,0.0148,0.667,0.929,0.0,1,0.09,-5.561,0,0.382,97.97,4,0.453
Tomorrow Comes Today,3qdDjz9kOvquEFbvXBYOMQ,Gorillaz,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",57,193600,0.0071,0.751,0.596,0.589,6,0.103,-4.594,1,0.0301,93.213,4,0.57
Ocean Man,6M14BiCN00nOsba4JaYsHW,Ween,The Mollusk,1997-04-18,['alternative rock'],66,126946,0.551,0.72,0.912,0.00122,4,0.0982,-6.13,1,0.0363,122.782,4,0.973
This Love,6ECp64rv50XVz93WvxXMGF,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,['pop'],86,206200,0.0525,0.712,0.862,0.0,5,0.093,-4.612,0,0.0378,95.051,4,0.809
Dumb,5gRcv46AMTrosmTOqrOV3Q,Nirvana,In Utero,1993-09-21,"['grunge', 'permanent wave', 'rock']",79,151893,0.428,0.697,0.395,0.653,6,0.173,-13.58,1,0.0281,113.589,4,0.876
Gold on the Ceiling,5lN1EH25gdiqT1SFALMAq1,The Black Keys,El Camino,2011-12-06,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",78,224333,0.00772,0.505,0.833,7.9e-05,0,0.069,-4.632,1,0.0475,130.121,4,0.565
On Melancholy Hill,0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,Plastic Beach,2010-03-03,"['alternative hip hop', 'modern rock', 'rock']",80,233866,1.51e-05,0.689,0.739,0.509,2,0.064,-5.81,1,0.026,120.423,4,0.578
Them Changes,7CH99b2i1TXS5P8UUyWtnM,Thundercat,Drunk,2017-02-24,"['afrofuturism', 'escape room', 'indie soul']",76,188453,0.54,0.657,0.562,0.00143,8,0.101,-8.6,1,0.0601,81.657,4,0.704
Let Me Down,0jk6J6B9ivegJc7dTg10Mp,Oliver Tree,Ugly is Beautiful,2020-07-17,['alternative hip hop'],61,111209,0.0114,0.457,0.648,1.69e-05,7,0.212,-5.762,1,0.0552,160.021,4,0.736
The Bidding,0HBrtXJohbIW4IhPZ50GmH,Tally Hall,Marvin's Marvelous Mechanical Museum,2005-10-24,"['ann arbor indie', 'pov: indie']",75,160613,0.248,0.538,0.607,5.54e-06,9,0.0999,-5.261,0,0.216,175.424,4,0.515
5/4,5zbkoIgrBO5VjrQIEChlre,Gorillaz,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",54,162080,0.0948,0.798,0.922,0.000274,0,0.0698,-3.382,1,0.0364,96.4,5,0.805
Walking On A Dream,3HfhB8sYqLlVmpBPb7cc2x,Empire of the Sun,Walking On A Dream,2008-01-01,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",71,198440,0.245,0.87,0.699,6.76e-06,5,0.0588,-5.541,0,0.0459,126.967,4,0.726
"Paint It, Black",63T7DJ1AFDD6Bn8VzG6JE8,The Rolling Stones,Aftermath,1966-04-15,"['album rock', 'british invasion', 'classic rock', 'rock']",87,202266,0.0493,0.464,0.795,0.00244,1,0.399,-9.267,1,0.0926,158.691,4,0.612
Alien Blues,11iIikXxC6NP0Ma8vMD27x,Vundabar,Gawk,2015-07-24,"['boston indie', 'indie garage rock', 'pov: indie']",84,155933,0.0807,0.467,0.757,0.908,3,0.0876,-5.093,1,0.033,82.282,4,0.433
The Middle,6GG73Jik4jUlQCkKg9JuGO,Jimmy Eat World,Bleed American,2001-07-17,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",86,165853,0.0371,0.643,0.849,0.0,2,0.058,-5.428,1,0.0526,162.152,4,0.903
19-2000,1kSWrMDt439cT64WpjJigW,Gorillaz,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",61,210880,0.177,0.815,0.72,7.31e-06,7,0.16,-7.311,1,0.0536,89.914,4,0.946
Another One Bites The Dust - Remastered 2011,57JVGBtBLCfHw2muk5416J,Queen,The Game (Deluxe Remastered Version),1980-06-27,"['classic rock', 'glam rock', 'rock']",77,214653,0.112,0.933,0.528,0.329,5,0.163,-6.472,0,0.162,109.975,4,0.756
Borderline,5hM5arv9KDbCHS0k9uqwjr,Tame Impala,The Slow Rush,2020-02-14,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",85,237800,0.0406,0.621,0.873,9.1e-06,5,0.0824,-3.067,0,0.0369,97.96,4,0.873
Kryptonite,6ZOBP3NvffbU4SZcrnt1k6,3 Doors Down,The Better Life,2000,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",84,233933,0.00664,0.545,0.865,1.1e-05,11,0.168,-5.708,0,0.0286,99.009,4,0.543
Dirty Harry,2bfGNzdiRa1jXZRdfssSzR,"Gorillaz, Bootie Brown",Demon Days,2005-05-23,"['alternative hip hop', 'modern rock', 'rock']",73,230426,0.0315,0.625,0.877,0.0811,10,0.672,-7.176,0,0.162,192.296,4,0.865
Duality,61mWefnWQOLf90gepjOCb3,Slipknot,Vol. 3: The Subliminal Verses,2004,"['alternative metal', 'nu metal', 'rap metal', 'rock']",83,252613,0.000237,0.354,0.982,0.000294,4,0.204,-3.026,0,0.168,143.772,4,0.194
Go With The Flow,45DElIx0dXqUH4A88yQFdE,Queens of the Stone Age,Songs For The Deaf,2002,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",70,187120,0.0148,0.242,0.992,0.113,4,0.833,-3.9,0,0.0988,159.37,4,0.374
Come As You Are,4P5KoWXOxwuobLmHXLMobV,Nirvana,Nevermind (Remastered),1991-09-26,"['grunge', 'permanent wave', 'rock']",80,218920,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539
Sleeping Powder,5pE9vMyvVNOpZFutt6lyy4,Gorillaz,Sleeping Powder,2017-06-16,"['alternative hip hop', 'modern rock', 'rock']",61,166481,0.174,0.722,0.597,0.183,4,0.181,-5.964,0,0.0264,103.975,4,0.389
Miracle Man,2PFnwW05Wh0MYkfZxSwfuf,Oliver Tree,Ugly is Beautiful,2020-07-17,['alternative hip hop'],60,125051,0.0932,0.67,0.477,0.0,0,0.414,-7.774,1,0.0308,140.029,4,0.662
